title,company,location,salary_min,salary_max,description,created,category
Energy Data Analyst (CT),Bridge Energy,"Hartford, Hartford County",107412.89,107412.89,"Bridge Energy Services (BES) is seeking an Energy Data Analyst with educational or work experience with energy and utilities data. Analyst will provide service and analytical excellence to internal and external stakeholders with the end goal to help clients reduce energy spend, consumption, emissions and risk. Create positive change for people and clients Make a difference at a small company Become exposed to every aspect of the energy business Work independently and as a team Responsibilities …",2025-12-04T16:10:39Z,"Energy, Oil & Gas Jobs"
Technical Data Analyst,Kforce Technology Staffing,"Center Line, Macomb County",175190.69,175190.69,"RESPONSIBILITIES: Kforce has a client that is seeking a Technical Data Analyst in Warren, MI. Responsibilities: Develop subject matter expertise to use proprietary tools to analyze and annotate critical information about a test: Oversee day-to-day test creation activities: * Review test yaml files and outputs and compare with test plan requirements * Review Python test codes and outputs for quality assurance * Daily training/review calls with test creation team to share new requirements and pro…",2026-06-05T18:18:42Z,IT Jobs
Data Analyst,"BOOZ, ALLEN & HAMILTON, INC.","Upper Marlboro, Prince George's County",94565.72,94565.72,"Job Description Data Analyst The Opportunity: As data analyst, you love diving into data and turning it into meaningful insights. With the abundance of structured and unstructured data, you understand the importance of transforming complex data sets into useful information to solve challenges. As a data analyst at Booz Allen, you can use your skills and experience to support a mission and use data for good. We need a data analyst like you to bring your knowledge to complex defense acquisition. …",2026-06-10T22:44:32Z,Accounting & Finance Jobs
Analyst - Data Platform Governance,Cargill,"Northlake, DeKalb County",105784.52,105784.52,"Cargill is committed to providing food and agricultural solutions to nourish the world in a safe, responsible, and sustainable way. Sitting at the heart of the supply chain, we partner with farmers and customers to source, make and deliver products that are vital for living. Our 155,000 team members innovate with purpose, providing customers with life’s essentials so businesses can grow, communities prosper, and consumers live well. With over 160 years of experience as a family company, we look…",2026-06-03T09:24:41Z,IT Jobs
Data Governance Analyst,Trane Technologies,"Davidson, Mecklenburg County",171093.08,171093.08,"Be a part of our mission! As a world leader in creating comfortable, sustainable, and efficient climate solutions for buildings, homes and transportation, it's our responsibility to put the planet first. For us at Trane Technologies , and through our businesses including Trane® and Thermo King , sustainability is not just how we do business—it is our business. Do you dare to look at the world's challenges and see impactful possibilities? Do you want to contribute to making a better future? If t…",2026-06-10T20:45:37Z,IT Jobs
Licensed Vocational Nurse Clinical Data Analyst II - Quality Management,ChristusHealth.,"Kingsville, Kleberg County",30316.07,30316.07,"Description CHRISTUS Spohn Hospital Kleberg is a premier medical facility found in a town known for its ranching history and rich in Texas culture in Kingsville, Texas. Licensed for 100 beds, the hospital is a Level IV Trauma Center general acute care facility offering complete Medical and Surgical Services including Pediatrics, Obstetrics and Skilled Nursing, as well as, Emergency, Intensive Care, Cardiac and Comprehensive Diagnostic Services serving the resident of Kleberg, Brooks, Kennedy an…",2026-05-13T06:12:05Z,Healthcare & Nursing Jobs
Licensed Vocational Nurse Clinical Data Analyst II - Quality Management,Christus Health,"Kingsville, Rapides Parish",10903.67,10903.67,"Job Description Description CHRISTUS Spohn Hospital Kleberg is a premier medical facility found in a town known for its ranching history and rich in Texas culture in Kingsville, Texas. Licensed for 100 beds, the hospital is a Level IV Trauma Center general acute care facility offering complete Medical and Surgical Services including Pediatrics, Obstetrics and Skilled Nursing, as well as, Emergency, Intensive Care, Cardiac and Comprehensive Diagnostic Services serving the resident of Kleberg, Br…",2026-04-30T14:00:44Z,Healthcare & Nursing Jobs
Data Analyst /Data Analytics,"Rayomind Software Solutions LLC, DBA, Hire'in Solutions","Santa Clara, Santa Clara County",119774.95,119774.95,"Job Title: Data Analyst / Data Analytics Location: Santa Clara, CA (Onsite) Duration: C2C/W2 Job Description:- Need profiles with Strong SQL, Tableau & Data Analytics (Instead of Data Analyst), Databricks and AWS and Supply chain domain Strong in advance SQL Good at data analysis Should be able to build BI dashboards using Tableau & Power BI Experience in Databricks, AWS and Python Candidate should be able to assist business stakeholders to build their dashboards Supply chain domain knowledge S…",2026-05-20T14:13:10Z,IT Jobs
Data Analyst / Data Architect,"Milestone Technologies, Inc.","Magnolia Park, Los Angeles County",118345.67,118345.67,"Seeking a Senior level Data Analyst/Data Architect to support a critical enterprise data migration initiative, transitioning our data platform from Microsoft SQL Server to Snowflake. This resource will design scalable data architectures, build robust migration pipelines, and enable modern self-service analytics through Tableau and Power BI. The ideal candidate brings deep expertise in cloud data warehousing, ETL/ELT engineering, and business intelligence. Responsibilities Migration Architecture…",2026-06-10T20:47:37Z,IT Jobs
Healthcare Data Analyst,"DataStaff, Inc.","Raleigh, Smith County",98570.9,98570.9,"Job Description DataStaff, Inc. is currently seeking a Healthcare Data Analyst for a long-term contract opportunity with one of our direct clients in Raleigh, NC *This position is hybrid Responsibilities: Support the HIEA Medicaid Services (HMS) project by leading technical assistance work for HIEA as we work with participants and their electronic health record (EHR) vendors on implementing, improving, and maintaining data integrations. Supports and monitors technical infrastructure for HIEA an…",2026-06-10T22:52:34Z,IT Jobs
Healthcare Data Analyst,"Astiva Health, Inc","Orange, Orange County",80925.0,80925.0,"Job Description About Us: Astiva Health, Inc., located in Orange, CA is a premier healthcare provider specializing in Medicare and HMO services. With a focus on delivering comprehensive care tailored to the needs of our diverse community, we prioritize accessibility, affordability, and quality in all aspects of our services. Join us in our mission to transform healthcare delivery and make a meaningful difference in the lives of our members. SUMMARY: The Healthcare Data Analyst is responsible fo…",2026-05-28T01:03:08Z,IT Jobs
Senior Data Analyst,Business Enterprize Inc.,"Florin, Sacramento County",102059.76,102059.76,"Senior Data Analyst We are seeking a Senior Data Analyst for our Client in Sacramento, CA. This role supports Agile delivery, backlog management, data analysis, and collaboration with technical and business teams. Please submit your resume along with the expected rate per hour. Position: Senior Data Analyst Location: Sacramento, CA (Hybrid) Duration: 12 Months Job Responsibilities: 5 to 10 years of experience as a data analyst or in other quantitative analysis or related disciplines, such as Da…",2026-05-21T04:13:07Z,IT Jobs
Job Title: Data Analyst,ETS LLC,"Richmond, Richmond County",69079.15,69079.15,"Job Title: Data Analyst Location: McLean, VA Duration: 6 Months Job Type: Contract Job Description: We are seeking a skilled Data Analyst to support our DASOW team. The ideal candidate will have strong expertise in SQL, hands-on experience with Python and AWS, and a solid understanding of modern data tools such as Snowflake and Databricks (preferred). Key Responsibilities: Create data visualizations and dashboards using Tableau. Develop and implement Python scripts for automation, integration, …",2026-05-27T15:04:55Z,IT Jobs
Guidewire Data Analyst,Excelon Solutions LLC,"Hayes Valley, San Francisco",128820.13,128820.13,"Job Title: Guidewire Data Analyst Work Mode: Hybrid 3 days onsite Locations : San Fransisco, CA Job Overview We are seeking a highly skilled Guidewire Data Analyst to join our team. The ideal candidate will have a strong background in Property & Casualty insurance , hands-on experience with Guidewire , and solid expertise in SQL, ETL processes, and reporting . This role requires both technical and business acumen to analyze data, provide insights, and support decision-making within the organiza…",2026-03-30T18:30:11Z,IT Jobs
Data Analyst -WMS,"eSolutionsFirst, LLC","Vienna, Fairfax County",87586.28,87586.28,"Data Analyst — Warehouse Management System (WMS) @ Remote job 6 Months contract – Later hire (Conversation) / Extension Job Description: About the Role: ü We are looking for a Data Analyst to support the migration of client’s inventory allocation control rules from the legacy ERP system into a new unified Allocation Rules Engine within the WMS. ü This is a detail-oriented, data-focused role working closely with the client’s operations and IT teams to ensure accurate rule translation and validat…",2026-06-10T20:51:02Z,IT Jobs
Data analyst with Insurance,SmartIT Frame,"Raleigh, Wake County",110716.69,110716.69,"Role : Data Analyst – Insurance (Onshore, Client-Facing) Location: Raleigh, NC (Onsite) Summary Seeking an Insurance Data Analyst with hands-on experience in SQL, BI tools (Power BI/Tableau), and data analysis to work directly with clients and deliver actionable insights. Exposure to Databricks, data warehouses/lakehouse, and Python is a plus. Key Responsibilities Analyze large insurance datasets: Policy, Claims, Underwriting, Billing, Risk, Regulatory reporting . Develop, validate, and present…",2026-06-03T19:57:10Z,IT Jobs
Senior Data Analyst,Stellar IT Solutions,"Altamonte Springs, Seminole County",110342.8,110342.8,"Data Analyst (AI & Cortex Focus) Altamonte Springs, FL - Hybrid (Onsite 1st Wednesday each month) 6month contract with potential extension or hire Role Overview We are seeking a handson Data Analyst (not an engineering role) with strong SQL expertise and experience in Snowflake data warehousing, ETL pipeline development, and enterprise reporting. This position requires AI and Cortex proficiency as core skills. The analyst will collaborate with the data team to design analyticsready datasets, su…",2026-06-01T13:34:53Z,IT Jobs
Data Analyst Engineer,"VDart, Inc.","Bellevue, King County",99355.37,99355.37,"Title :: DATA ANALYST ENGINEER Location :: Bellevue, WA Contract Position. Hybrid DATA ANALYST ENGINEER Design build and maintain SQL based data pipelines using Power Automate Ingest transform and model data from multiple source systems with a strong focus on data quality performance and scalability Partner with Data engineers to ensure trusted datasets semantic consistency and self-service readiness Act as a technical owner for data capabilities end to end from Intake Requirements gathering an…",2026-06-02T11:35:47Z,IT Jobs
Lead Data Analyst,Dexian DISYS,"Redmond, King County",121283.59,121283.59,"Job Title: Lead Data Analyst Implementing new PLM tool Location: Redmond, WA - Hybrid, team is onsite M-W, remote Thurs-Fri Employment Type: Contract, potential conversion or extension Duration of Contract: 12-month to start (Expecting it to be a 17-month project) W2 Only - no sponsorship offered or C2C Top 3-5 Skills: Windchill experience- hands on using the tool SAP (familiar hands on with tool, implementation process would be great) Advanced Excel Communication skills/collaboration on projec…",2026-06-08T14:29:21Z,IT Jobs
Senior Data Analyst,"CTC USA, LLC","Highland Park, Dallas",119410.55,119410.55,"Local to Texas candidates are applicable In-person Interview Mandate Primary responsibilities of the Senior Data Analyst include supporting and analyzing data anomalies for multiple environments including but not limited to Data Warehouse, ODS, Data Replication/ETL Data Management initiatives. The candidate will be in a supporting role and will work closely with Business, DBA, ETL and Data Management team providing analysis and support for complex Data related initiatives. This individual will …",2026-06-10T14:45:08Z,IT Jobs
Pharma Data Analyst,Aptino,"North Cambridge, Middlesex County",98246.74,98246.74,"Role: Data Analyst Location: Cambridge, MA (Onsite) Duration: 14 Months Key Skills: SQL, Oracle, PL/SQL, PostgreSQL, MySQL Python & Data Analysis Pharma/Clinical/ Healthcare/Life Sciences domain experience (Mandatory) Power BI / Qlik / Reporting tools Data modeling, reporting, and dashboard development Responsibilities: Analyze and interpret clinical/commercial datasets Develop reports, dashboards, and data solutions Ensure data quality, integrity, and compliance Support data warehousing and an…",2026-06-08T14:26:45Z,IT Jobs
Senior Data Analyst,"iSpace, Inc","Textile Finance, Los Angeles County",100758.81,100758.81,"JOB DETAILS: Title: Senior Data Analyst Location: Century City, CA (Remote / Hybrid role 1-2 days onsite, 3-4 days remote work) Type: 06 - 12 plus months contract (long term - extendable) Job Description: As a Data Analyst specializing in KPI frameworks, you will leverage your experience to design, build and implement comprehensive KPI structures. You will collaborate with cross-functional teams to join various datasets, across various schemas in order to develop KPI frameworks that optimize bu…",2026-03-30T18:40:49Z,IT Jobs
Data Analyst - Analytics,Ledgent Technology,"East Irvine, Orange County",175962.1,175962.1,"Position: Data Analyst - Analytics Location: 100% onsite in Irvine, CA (Only local candidates will be considered) Terms : Direct-hire Compensation : $38.00 to 42.00 per hour (DOE) Benefits: Annual discretionary bonus  benefits  3 weeks PTO . Partnered with a client who is hiring an experienced Data Analyst to support the customer experience team by delivering actionable insights that improve customer service performance, on-time delivery, and operational efficiency. . This is a unique, business…",2026-06-02T13:36:47Z,IT Jobs
"Staff Software Engineer, Data",Slickdeals,"Foster City, San Mateo County",277195.78,277195.78,"About Slickdeals: We believe shopping should feel like winning. That's why 10 million people come to Slickdeals to swap tips, upvote the best finds, and share the thrill of a great deal. Together, our community has saved more than $10 billion over the past 26 years. We're profitable, passionate, and in the middle of an exciting evolution—transforming from the internet's most trusted deal forum into the go-to daily shopping destination. If you thrive in a fast-moving, creative environment where …",2026-05-15T21:11:39Z,IT Jobs
Data Engineer,ManTech International,"Chantilly, Fairfax County",115000.0,160000.0,"ManTech seeks a Data Engineer to support our IT department in developing and optimizing our data architecture and infrastructure to aid in critical national security missions. This role involves the design, construction, installation, testing, and maintenance of highly scalable data management systems. The ideal candidate will have a proven track record in engineering solutions that enable the intelligent use and analysis of large datasets in a secure, resilient, and efficient manner. Develop, …",2026-04-27T19:15:00Z,IT Jobs
Senior Data Engineer,Xcel Energy,"Denver, Colorado",202141.34,202141.34,"Denver, Colorado, 80205, United States of America Minneapolis, Minnesota, 55401 Are you looking for an exciting job where you can put your skills and talents to work at a company you can feel proud to be a part of? Do you want a workplace that will challenge you and offer you opportunities to learn and grow? A position at Xcel Energy could be just what you're looking for. Position Summary The Sr. Data Engineer is responsible for leading technical aspects of IT solution delivery, cloud-based dat…",2026-05-28T20:41:40Z,IT Jobs
Senior Data Engineer,ManTech International,"Chantilly, Fairfax County",145000.0,180000.0,"ManTech International seeks a Senior Data Engineer to join our Data Science & Artificial Intelligence (AI) team within the Information Technology (IT) domain. In this role, you will design, build, and optimize scalable data pipelines and architectures supporting mission-critical national security programs. You will collaborate with data scientists and engineers to enable advanced analytics, AI/ML solutions, and secure data integration. ManTech fosters a culture of innovation, integrity, and res…",2026-04-27T19:15:01Z,IT Jobs
Senior Data Engineer,Jobot,"Chicago, Cook County",141530.5,141530.5,"Tech unicorn hiring Senior Data Engineer / Generous pay  benefits This Jobot Job is hosted by: Christine McNamara Are you a fit? Easy Apply now by clicking the ""Quick Apply"" buttonand sending us your resume. Salary: $120,000 - $160,000 per year A bit about us: We are seeking a highly skilled Senior Data Engineer to join our Data & Analytics team. This individual will play a critical role in designing, building, and scaling modern data pipelines and architectures to support enterprise analytics,…",2026-05-22T18:18:28Z,IT Jobs
Senior Data Engineer,Jobot,"New York City, New York",149648.03,149648.03,"Tech unicorn hiring Senior Data Engineer / Generous pay  benefits This Jobot Job is hosted by: Christine McNamara Are you a fit? Easy Apply now by clicking the ""Quick Apply"" buttonand sending us your resume. Salary: $120,000 - $160,000 per year A bit about us: We are seeking a highly skilled Senior Data Engineer to join our Data & Analytics team. This individual will play a critical role in designing, building, and scaling modern data pipelines and architectures to support enterprise analytics,…",2026-05-22T18:19:31Z,IT Jobs
Data Engineer,Booz Allen Hamilton,US,139645.83,139645.83,"Job Number: R0241931 Data Engineer The Opportunity: Ever-expanding technology like IoT, machine learning, and artificial intelligence means that there's more structured and unstructured data available today than ever before. As a data engineer, you know that organizing data can yield pivotal insights when it's gathered from disparate sources. We need an experienced data engineer like you to help our clients find answers in their data to impact important missions-from fraud detection to cancer r…",2026-06-10T18:42:17Z,IT Jobs
Data Engineer,Kforce Technology Staffing,"Nashville, Davidson County",141607.6,141607.6,"RESPONSIBILITIES: Kforce has a client in Nashville, TN that is seeking a Data Engineer with exceptional SQL expertise and proven experience building scalable, complex data transformation pipelines. Snowflake experience is important, but deep, hands-on SQL mastery is the primary qualification. Candidates must be able to operate independently, support production-grade workflows, and deliver in a modern cloud data environment. Responsibilities: * Query performance, analytical functions, set-based …",2026-03-27T10:10:23Z,IT Jobs
Data Engineer,Booz Allen Hamilton,US,130271.52,130271.52,"Job Number: R0239684 Data Engineer The Opportunity: Data is only as powerful as the pipelines that move it, the structure that organizes it, and the trust that supports it. As a Data Engineer, you'll help build and scale a cloud-native data platform that enables mission-critical insights across the enterprise. In this role, you'll design, build, and optimize data pipelines that ingest, transform, and deliver data from a wide range of internal and external sources. You'll work within a modern AW…",2026-05-09T07:17:39Z,IT Jobs
Data Engineer,Kforce Technology Staffing,"Armonk, Westchester County",229454.95,229454.95,"RESPONSIBILITIES: Kforce has a client that is seeking a Data Engineer in Armonk, NY. Duties Include: * Build, enhance, and optimize Palantir Foundry pipelines, including Code Workbooks and Transforms * Develop and maintain Foundry Ontology objects, properties, and links * Design and implement scalable data pipelines using PySpark and Databricks * Develop workflow or platform logic using TypeScript * Integrate large-scale datasets across Snowflake, ODS, ArcGIS, Azure, and other enterprise system…",2026-05-29T19:06:42Z,IT Jobs
Data Engineer,Wisdom Infotech,"Orlando, Orange County",91290.9,91290.9,"Job Description Data Engineer Location: Florida (Onsite) Employment Type: Full-Time Job Summary We are seeking an experienced Data Engineer to design, build, and maintain scalable data platforms and pipelines that support enterprise analytics and business decision-making. The ideal candidate will have strong experience in Azure data technologies, ETL/ELT development, data modeling, and Property & Casualty (P&C) insurance data environments. Key Responsibilities Support and enhance the Guidewire …",2026-06-10T22:43:08Z,IT Jobs
Data Engineer,Qualibar,"Gainesville, Alachua County",89982.68,89982.68,"Job Description Job Title: Data Engineer Location: Gainesville, GA 30501 Duration: Full-Time Compensation: $85K per year Job Responsibilities: We are seeking a Data Engineer with strong SQL and Azure data platform experience to support our data engineering and analytics initiatives. This role will focus on building and maintaining data pipelines, optimizing database performance, and enabling reporting and analytics across the organization. The ideal candidate has hands-on experience with SQL pe…",2026-06-10T04:59:37Z,IT Jobs
Data Engineer,Inceed,"Denver, Colorado",104260.76,104260.76,"Job Description Position: Data Engineer Compensation: $80 - $140 /hour, depending on experience Location: Denver, Colorado Inceed has partnered with a great company to help find a skilled Data Engineer to join their team! Join a dynamic and rapidly growing company known for hiring top engineers in the metro area. You'll have the opportunity to work on exciting projects, solving complex data issues for clients. This role is open due to onboarding new clients, and the company is seeking senior en…",2026-06-10T23:13:02Z,IT Jobs
Data Engineer,Kastech Software Solutions Group,"Windsor, Windsor County",102768.45,102768.45,"Job Description  Role: Application & Data Engineering Contractor  Location: Windsor, Connecticut – (Hybrid /Remote)  Duration: Long Term We are hiring an Application & Data Engineering contractor to support web application development, data engineering, ETL pipeline development, and backend database integration within the Azure Commercial Cloud environmen t.This role will work closely with application, data, platform, and business teams to build and support cloud-based business applications usi…",2026-06-10T22:26:00Z,IT Jobs
Data Engineer,Career Search Partners,"New York City, New York",100555.69,100555.69,"Job Description Elite investment firm seeks Data Engineer to join their growing team. The data engineer will be a key part of the future development of the company’s data strategy. The data team is highly integrated within the organization and the deliverables have high visibility and engagement with all senior leaders within the organization. On the research side, their goal is to build a world-class data engine that advances the investment platform, by continuing to build a data-informed indu…",2026-06-10T23:16:42Z,IT Jobs
Data Engineer,NextPhase.ai,"San Mateo, San Mateo County",108595.63,108595.63,"Job Description Looking for Junior Data Engineer with 1-2 years of experience Data Engineering & ETL Design, build, and maintain scalable data pipelines and ETL/ELT workflows to ingest, transform, and deliver data across the enterprise Optimize pipeline performance, reliability, and monitoring; implement alerting for data quality issues and failures Work with structured, semi-structured, and unstructured data sources (APIs, databases, flat files, streaming) Azure & Cloud Infrastructure Hands-on…",2026-06-10T04:49:47Z,IT Jobs
Data Engineer,LotusLynx,"Woodbury, Litchfield County",104913.16,104913.16,"Job Description PLEASE READ BEFORE APPLYING: This is a direct hire role on w2 (no c2c, 1099, or third parties). Client will not relocate candidates, you must currently be within driving distance to Woodbury to be considered for this role as the onsite hybrid requirements are 3-4x onsite weekly. No sponsorship available. What You’ll Do Modernize and refactor complex business logic currently embedded within PostgreSQL functions Design scalable schemas and analytics-ready data models Build perform…",2026-06-10T22:32:55Z,IT Jobs
Data Engineer,Mastech Digital,"Merrimack, Hillsborough County",72672.34,72672.34,"Job Description Principal Data Engineer Merrimack, NH Required Skills: This role has some focus on Data Masking. Strong Python Strong Sequel Strong Cloud and on Premise experience (hybrid environments) Some knowledge on IBM DB2 Strong ETL Strong in exposing Data Systems via API (can be Python Framework",2026-06-10T04:54:58Z,IT Jobs
Data Engineer,Summit Tech Partners,"Charlotte, Clinton County",130247.8,130247.8,"Job Description Data Engineer Full-Time | Direct Hire Charlotte, NC (SouthPark Area) No sponsorship available. No C2C, CTH, or third‑party vendors . About the Ro leWe are seeking a highly skille d Full Stack Data Engine er to design, develop, and support modern data solutions within a cloud-based data stack. The ideal candidate is self‑motivated, resourceful, and experienced in building scalable data pipelines, frameworks, and full‑stack data applications usin g Snowflake, Python, S QL, and mod…",2026-06-10T22:47:18Z,IT Jobs
Data Engineer,Rivago Infotech Inc,"Charlotte, Clinton County",122928.41,122928.41,"Job Description Role : Data Engineer Location : Charlotte, NC (Onsite) Contract End Client - Banking Experience - 8 Required Skills & Experience Programming: Python/PySpark, Scala is a plus Big Data: Hadoop (HDFS, YARN), Hive, Spark (optimization, tuning) Orchestration: Apache Airflow Databases/ETL: MongoDB (indexing, sharding, tuning) SQL Server & SSIS (development, migration) Strong SQL & stored procedures Data Lake: HDFS, Hive, Parquet/ORC, partitioning, compaction APIs: REST-based ingestion…",2026-06-10T04:49:46Z,IT Jobs
Data Engineer,Mastech Digital,"Dallas, Texas",128872.36,128872.36,"Job Description Required Skills 5 years of experience in data engineering, analytics, or a related technical role Advanced proficiency in SQL, including complex joins, subqueries, performance tuning, and data validation Strong hands-on experience with Oracle databases Working knowledge of MongoDB or similar NoSQL technologies Experience researching fraud events, financial anomalies, risk signals, or suspicious activity (preferred) Strong analytical and problem-solving skills with attention to d…",2026-06-10T04:45:51Z,IT Jobs
Data Engineer,Allied Resources Technical Consultants,"Kansas City, Wyandotte County",120538.12,120538.12,"Job Description Our client is seeking an experienced Data Engineer to join their growing data team in a full-time, direct hire role . This position is ideal for a highly skilled professional with deep expertise in Microsoft data technologies who thrives in a collaborative, fully remote environment. ⚠️ Note: Candidates must be authorized to work in the U.S. without current or future sponsorship. Key Responsibilities: Partner with business stakeholders to elicit data-related requirements and tran…",2026-06-10T04:56:53Z,IT Jobs
Director Data Engineering,MCKESSON,"Irving, Dallas",192829.27,192829.27,"McKesson is an impact-driven, Fortune 10 company that touches virtually every aspect of healthcare. We are known for delivering insights, products, and services that make quality care more accessible and affordable. Here, we focus on the health, happiness, and well-being of you and those we serve – we care. What you do at McKesson matters. We foster a culture where you can grow, make an impact, and are empowered to bring new ideas. Together, we thrive as we shape the future of health for patien…",2026-06-08T07:06:23Z,IT Jobs
Data Engineer (Data Architecture & Engineering),Elite Technical,"Mount Rainier, Prince George's County",162419.1,162419.1,"Data Engineer (Data Architecture & Engineering) As a Data Engineer, you will be required to interpret business needs and select appropriate technologies and have experience in implementing data governance of shared and/or master sets of data. You will work with key business stakeholders, IT experts, and subject-matter experts to plan and deliver optimal data solutions. You will create, maintain, and optimize data pipelines as workloads move from development to production for specific use cases …",2026-05-21T04:20:19Z,IT Jobs
"Director, Analytics, Data Engineering",Rise,"Sussex, Sussex County",190999.6,190999.6,"Job Description \n Rise is an award-winning , full-service Media Agency of Record that is backed by data and powered by people. We create omnichannel experiences using our proprietary tech stack and advanced analytics capabilities to help solve the unique struggles brands face today. This approach, with transparency at its core , specializes in omnichannel media, commerce and retail media, advanced in-home media, as well as content and creator marketing. \n \n \n \n \n \n We offer ""Risers"" the …",2026-06-02T17:13:33Z,IT Jobs
Data Engineer,"Pantar Solutions, Inc.","Hayes Valley, San Francisco",138858.06,138858.06,"Data Engineer Candidate must be in SFO, CA Long term contract - JD Summary: 10 years of experience in Data Engineering, Integrations, Data Modeling, Data Profiling, Data Quality, Orchestration Hands on expert experience in the AWS Data Engineering Tech Stack: S3, Glue, Airflow, SQL, Python, PySpark, Lambda, RDS, Redshift, EMR, and API Gateway Detailed experience with data modeling and data integration (ETL/ELT) Data Product knowledge and experience Role Job Description:- 10 years of experience …",2026-06-05T11:47:06Z,IT Jobs
Data Engineer,KaashTech LLC,"Tampa Palms, Hillsborough County",117758.44,117758.44,"Data Engineer Introduction We are seeking a highly skilled Data Engineer with a strong background in data architecture and analytics, particularly with expertise in Tableau (Tableau Desktop & Tableau Prep Flow). The ideal candidate will have 7-10 years of experience in data engineering, with a proven track record of designing and implementing data solutions that drive business insights. This role requires a deep understanding of data modeling, ETL processes, and data visualization techniques. R…",2026-06-10T16:55:04Z,IT Jobs
DATA ENGINEER,AaraTechnologies Inc,"Virginia Beach, Virginia Beach City",96463.33,96463.33,"Data Engineer Banking (2 3 Years Experience) Company: AaraTech Inc About the Role AaraTech Inc is seeking a Data Engineer Banking to support data pipelines and analytics platforms for financial systems. This role focuses on ingesting, transforming, and validating banking and transaction data. You will collaborate with analytics teams to support reporting and compliance needs. Ideal for early-career data professionals. Key Responsibilities Support ETL / ELT data pipelines Write SQL queries and b…",2026-06-10T12:56:18Z,IT Jobs
DATA ENGINEER,AaraTechnologies Inc,"Texas City, Galveston County",112475.45,112475.45,"Data Engineer Banking (2 3 Years Experience) Company: AaraTech Inc About the Role AaraTech Inc is seeking a Data Engineer Banking to support data pipelines and analytics platforms for financial systems. This role focuses on ingesting, transforming, and validating banking and transaction data. You will collaborate with analytics teams to support reporting and compliance needs. Ideal for early-career data professionals. Key Responsibilities Support ETL / ELT data pipelines Write SQL queries and b…",2026-06-03T11:49:28Z,IT Jobs
DATA ENGINEER,AS TRADE LLC,"Campbell, Santa Clara County",88533.99,88533.99,"Data Engineer – Retail & E-Commerce (2-3 Years Experience) About the Role We are seeking a Data Engineer – Retail & E-Commerce to support data pipelines and analytics platforms. This role focuses on data ingestion, transformation, and validation for retail and ecommerce datasets. You will collaborate with analytics teams to support reporting needs. Ideal for early-career data professionals. Key Responsibilities Support ETL / ELT data pipelines Write SQL queries and basic Python scripts Assist w…",2026-06-08T16:33:20Z,IT Jobs
Data Engineer,"OSI Engineering, Inc.","Monte Vista, Santa Clara County",209339.53,209339.53,"A globally leading consumer device company headquartered in Cupertino, CA is seeking a Data Engineer with strong data pipeline development skills and hands-on experience managing containerized workflows in Kubernetes and Docker. This role combines traditional data engineering responsibilities with infrastructure-focused work to support deployment, monitoring, and automation of data services. Responsibilities: • Build and maintain scalable ELT pipelines using SQL and Python • Deploy, manage, and…",2026-05-12T23:32:18Z,IT Jobs
Data Engineer,Meta Soft Inc.,"North Springfield, Fairfax County",129033.21,129033.21,"Job Title: Data Engineer Introduction We are looking for a skilled Data Engineer to join our team. The Data Engineer will be responsible for designing, building, and maintaining robust data pipelines that enable scalable, secure, and intelligent data processing across cloud environments. The ideal candidate will have hands-on experience in data acquisition from diverse sources, modern data storage paradigms, and a passion for building pipelines that support advanced analytics and AI/ML use case…",2026-06-01T18:39:21Z,IT Jobs
Data Engineer,C4 Technical Services,"Wisconsin, US",122635.56,122635.56,"Data Engineer Key Responsibilities: Collaborate with clients and internal stakeholders to design and implement scalable data engineering solutions using the Microsoft Analytics ecosystem. Develop and maintain data pipelines, ensuring efficient extraction, transformation, and loading (ETL) processes for structured and unstructured data. Apply best practices in dimensional modeling to create robust and scalable data models for analytics and reporting. Leverage tools such as Python, dbt, and SQL t…",2026-03-30T18:40:43Z,IT Jobs
Data Engineer,INSPYR Solutions,"Fort Worth, Tarrant County",117317.02,117317.02,"Data Engineer (Contract – Hybrid) Location: Irving, TX (Hybrid – 3 days onsite) Pay: $45–$50/hour Duration: Contract Work Authorization: , or Authorized to Work in the U.S. Position Overview Seeking a Data Engineer with strong experience in large-scale data solutions, cloud development, and analytics. The ideal candidate will have hands-on experience designing, developing, and supporting enterprise data pipelines and data lake environments in an agile, DevOps-driven environment. Minimum Qualifi…",2026-06-02T18:04:34Z,IT Jobs
DATA ENGINEER,AaraTechnologies Inc,"Waynesfield, Auglaize County",79292.22,79292.22,"Data Engineer Retail & E-Commerce (2 3 Years Experience) Company: AaraTech Inc About the Role AaraTech Inc is seeking a Data Engineer Retail & E-Commerce to support data pipelines and analytics platforms. This role focuses on data ingestion, transformation, and validation for retail and ecommerce datasets. You will collaborate with analytics teams to support reporting needs. Ideal for early-career data professionals. Key Responsibilities Support ETL / ELT data pipelines Write SQL queries and ba…",2026-06-05T11:58:01Z,IT Jobs
DATA ENGINEER,AaraTechnologies Inc,"Grandville, Kent County",133220.48,133220.48,"Data Engineer Retail & E-Commerce (2 3 Years Experience) Company: AaraTech Inc About the Role AaraTech Inc is seeking a Data Engineer Retail & E-Commerce to support data pipelines and analytics platforms. This role focuses on data ingestion, transformation, and validation for retail and ecommerce datasets. You will collaborate with analytics teams to support reporting needs. Ideal for early-career data professionals. Key Responsibilities Support ETL / ELT data pipelines Write SQL queries and ba…",2026-06-09T12:36:14Z,IT Jobs
